image,side,W_cm,H_cm,MA_cm,ma_cm,D_cm,angle_deg,ppcm_px_per_cm
i066_crop_group.jpg,left(#1),7.571428571428571,6.714285714285714,6.422568729945591,7.966098785400391,8.486512320382255,60.4990348815918,7.0
i066_crop_group.jpg,right(#2),7.285714285714286,6.571428571428571,6.517491476876395,7.218549455915179,7.830354963030134,82.52120208740234,7.0
i067_crop_group.jpg,left(#1),8.181818181818182,6.0,5.856190421364524,7.855025898326527,8.319364200938832,88.05345153808594,7.333333333333333
i067_crop_group.jpg,right(#2),6.818181818181818,6.818181818181818,6.607043006203392,7.075815894386985,7.2415924072265625,131.00399780273438,7.333333333333333
i068_crop_group.jpg,left(#1),7.5,7.05,7.0382846832275385,7.557764625549316,7.880147552490234,49.285526275634766,6.666666666666667
i068_crop_group.jpg,right(#2),7.199999999999999,7.199999999999999,7.170790672302246,7.254122543334961,7.515186882019043,177.27525329589844,6.666666666666667
i069_crop_group.jpg,left(#1),8.454545454545455,7.090909090909091,6.941630796952682,8.606829383156517,9.149062416770242,80.45207977294922,7.333333333333333
i069_crop_group.jpg,right(#2),6.818181818181818,6.818181818181818,6.333736246282404,7.131432099775835,7.157656236128374,114.29402923583984,7.333333333333333
i070_crop_group.jpg,left(#1),6.0,6.0,5.78127695719401,6.8212646484375,7.101825968424479,125.68714904785156,7.5
i070_crop_group.jpg,right(#2),5.466666666666667,6.533333333333333,5.444395446777344,6.495209757486979,6.748844909667969,159.09303283691406,7.5
i071_crop_group.jpg,left(#1),9.0,7.5,7.241540908813477,8.510235468546549,9.237770080566406,112.10945892333984,6.0
i071_crop_group.jpg,right(#2),7.833333333333333,7.833333333333333,7.76621691385905,8.228107452392578,8.470449447631836,145.93582153320312,6.0
i072_crop_group.jpg,left(#1),9.466666666666667,7.466666666666667,7.549464925130208,8.757196044921875,9.550980631510416,84.29312133789062,7.5
i072_crop_group.jpg,right(#2),7.466666666666667,8.133333333333333,7.5967351277669275,7.99582265218099,8.414473978678386,150.36346435546875,7.5
i073_crop_group.jpg,left(#1),9.9,8.25,8.140950965881347,9.495785522460936,10.15967903137207,97.50605773925781,6.666666666666667
i073_crop_group.jpg,right(#2),9.45,10.049999999999999,9.58242416381836,10.007345581054688,10.34699821472168,164.00477600097656,6.666666666666667
i074_crop_group.jpg,left(#1),9.2,8.133333333333333,7.939531453450521,8.618522135416667,9.440868123372395,55.3626594543457,7.5
i074_crop_group.jpg,right(#2),8.666666666666666,8.8,8.599061075846354,8.839249674479166,8.992483520507813,154.73728942871094,7.5
i075_crop_group.jpg,left(#1),8.78048780487805,7.024390243902439,6.822885466784966,8.483934542027916,9.031621421255716,100.071533203125,6.833333333333333
i075_crop_group.jpg,right(#2),6.585365853658537,6.878048780487805,6.6386891806997905,7.099140818526106,7.450196987245142,151.57444763183594,6.833333333333333
